,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
12,2002,-4.797491039426524,-1.1150793650793664,0.2670250896057366,5.38703703703704,12.109318996415775,16.190740740740747,20.025089605734767,18.111111111111107,10.931481481481478,0.6451612903225821,-3.05925925925926,-10.973118279569892
13,2003,-10.053763440860214,-6.1765873015873,-1.9408602150537666,2.231481481481477,11.905017921146953,12.809259259259258,20.926523297491034,16.07168458781362,11.812962962962956,4.362007168458781,1.93888888888889,-1.304659498207885
14,2004,-8.89247311827957,-5.789272030651342,-0.7365591397849435,4.594444444444446,10.630824372759859,14.361111111111116,17.788530465949826,17.362007168458778,12.78703703703704,6.075268817204302,-0.5592592592592618,-1.0412186379928299
15,2005,-1.996415770609319,-7.462301587301587,-6.684587813620071,4.5870370370370335,10.899641577060931,15.068518518518514,19.53942652329749,17.41756272401433,13.079629629629627,6.922939068100362,2.85925925925926,-4.026881720430108
16,2006,-6.24910394265233,-11.56547619047619,-6.39964157706093,5.0166666666666675,11.440860215053764,16.625925925925927,18.60035842293907,18.08422939068101,13.633333333333333,7.625448028673835,1.4888888888888887,2.5770609318996427
17,2007,-2.989247311827958,-11.859126984126984,3.2992831541218632,5.057407407407406,12.082437275985663,15.50185185185185,17.885304659498196,18.754480286738353,11.220370370370373,6.716845878136202,-1.2222222222222219,0.43548387096774455
18,2008,-2.4229390681003573,-0.45019157088122574,0.02150537634409015,6.574074074074075,10.482078853046595,14.56851851851852,17.26881720430108,15.655913978494628,10.279629629629635,8.07347670250896,2.4777777777777783,-1.1899641577060924
19,2009,-3.9910394265233013,-4.46230158730159,-1.625448028673835,4.272222222222225,11.9910394265233,14.620370370370363,17.589605734767026,16.007168458781365,13.25740740740741,4.11111111111111,2.029629629629631,-5.774193548387097
20,2010,-13.507168458781361,-9.109126984126984,-2.641577060931903,5.9777777777777805,13.017921146953407,15.146296296296297,23.641577060931905,18.8763440860215,11.61296296296296,4.767025089605734,-0.18518518518518454,-8.722222222222221
21,2011,-6.182795698924733,-11.9265873015873,-2.1917562724014337,5.670370370370373,10.96774193548387,17.266666666666666,21.77777777777777,16.928315412186375,12.568518518518523,7.059139784946239,3.2333333333333334,1.3853046594982072
22,2012,-6.2150537634408565,-11.760536398467435,-1.0322580645161297,4.883333333333328,12.421146953405017,14.79444444444444,19.0483870967742,15.765232974910388,12.4,5.892473118279567,2.5925925925925912,-8.693548387096774
23,2013,-6.526881720430108,-3.0277777777777755,-6.910394265232972,4.218518518518518,14.43906810035842,19.099999999999998,18.448028673835122,17.73835125448029,11.385185185185192,6.817204301075262,3.931481481481486,0.6308243727598593
24,2014,-7.607526881720431,-0.668650793650792,1.7204301075268762,6.103703703703703,12.679211469534053,14.355555555555558,20.29390681003585,17.758064516129036,12.537037037037038,4.36379928315412,-0.22962962962963196,-1.612903225806447
25,2015,-3.1899641577060893,-1.0595238095238122,2.0645161290322593,4.111111111111114,11.231182795698919,15.446296296296305,16.34587813620072,17.130824372759857,12.905555555555553,4.847670250896061,2.6444444444444435,1.663082437275985
26,2016,-12.195340501792115,-0.3869731800766275,0.4086021505376299,5.8740740740740724,14.188172043010752,16.211111111111112,18.58781362007168,16.539426523297493,12.6462962962963,4.297491039426519,-2.2277777777777765,-1.2060931899641563
27,2017,-4.313620071684588,-3.761904761904764,0.95698924731183,2.614814814814817,9.17383512544803,13.377777777777776,16.17562724014336,16.921146953405017,11.95,5.127240143369174,1.6925925925925887,-0.2903225806451617
28,2018,-3.3530465949820787,-8.378968253968253,-4.9659498207885315,5.720370370370366,14.620071684587812,15.798148148148153,20.383512544802866,18.543010752688172,13.82758620689655,6.772401433691755,2.39814814814815,-3.731182795698926
29,2019,-6.883512544802866,-0.7619047619047612,-0.048387096774194935,6.688888888888892,11.749103942652333,18.183333333333326,16.315412186379927,16.412186379928315,11.429629629629629,5.89784946236558,1.1907407407407433,1.437275985663078
