"STATION","DATE","DEWP","DEWP_ATTRIBUTES","ELEVATION","FRSHTT","GUST","LATITUDE","LONGITUDE","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","MXSPD","NAME","PRCP","PRCP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","SNDP","STP","STP_ATTRIBUTES","TEMP","TEMP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES"
"01086099999","2010-01-01","  14.0"," 7","149.35","001000","999.9","70.600256","29.692678","  17.6","*","  15.8","*"," 19.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  17.1"," 7","  6.8"," 7"," 14.6"," 7"
"01086099999","2010-01-02","  -2.5"," 6","149.35","000000","999.9","70.600256","29.692678","   3.2","*","  -0.4","*"," 27.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","   1.1"," 6","  7.0"," 6"," 17.5"," 6"
"01086099999","2010-01-03","   3.7"," 7","149.35","001000","999.9","70.600256","29.692678","  10.4","*","   8.6","*"," 15.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","   9.4"," 7","  6.6"," 7","  8.2"," 7"
"01086099999","2010-01-04","  13.3","16","149.35","001000","999.9","70.600256","29.692678","  17.6","*","  12.2","*","  7.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  15.0","16","  5.8","16","  4.0","16"
"01086099999","2010-01-05","  15.4","14","149.35","001000","999.9","70.600256","29.692678","  19.4","*","  14.0","*","  6.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  16.6","14","  5.1","14","  3.9","14"
"01086099999","2010-01-06","   3.7","15","149.35","000000","999.9","70.600256","29.692678","  14.0","*","  10.4","*","  7.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  12.2","15","  6.3","15","  4.9","15"
"01086099999","2010-01-07","  -0.7","11","149.35","000000"," 34.0","70.600256","29.692678","  15.8","*","   6.8","*"," 25.1","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  11.5","11","  6.4","11"," 16.6","11"
"01086099999","2010-01-08","  10.7","14","149.35","001000"," 40.0","70.600256","29.692678","  24.8","*","   1.4","*"," 30.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  15.8","14","  6.3","14"," 21.0","14"
"01086099999","2010-01-10","  31.4"," 6","149.35","010000"," 66.0","70.600256","29.692678","  37.4","*","  35.6","*"," 50.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  36.8"," 6","  7.0"," 6"," 27.9"," 6"
"01086099999","2010-01-11","  22.2","12","149.35","001000"," 43.9","70.600256","29.692678","  24.8","*","  19.4","*"," 34.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  22.7","12","  4.2","12"," 24.1","12"
"01086099999","2010-01-12","  21.5","11","149.35","001000","999.9","70.600256","29.692678","  26.6","*","  24.8","*"," 28.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  25.0","11","  6.0","11"," 19.4","11"
"01086099999","2010-01-13","  19.2"," 9","149.35","001000","999.9","70.600256","29.692678","  24.8","*","  21.2","*"," 20.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  24.4"," 9","  6.8"," 9"," 14.2"," 9"
"01086099999","2010-01-14","  30.1","15","149.35","001000","999.9","70.600256","29.692678","  33.8","*","  32.0","*"," 15.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  33.1","15","  6.8","15"," 10.3","15"
"01086099999","2010-01-15","  20.8","13","149.35","000000"," 39.0","70.600256","29.692678","  28.4","*","  19.4","*"," 29.9","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  22.7","13","  6.5","13"," 20.1","13"
"01086099999","2010-01-16","   4.4"," 6","149.35","000000"," 40.0","70.600256","29.692678","  10.4","*","   8.6","*"," 35.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","   8.9"," 6","  6.6"," 6"," 25.3"," 6"
"01086099999","2010-01-17","  12.8"," 6","149.35","000000"," 59.1","70.600256","29.692678","  19.4","*","  14.0","*"," 48.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  16.1"," 6","  6.2"," 6"," 36.5"," 6"
"01086099999","2010-01-18","  17.5","13","149.35","001000"," 52.1","70.600256","29.692678","  23.0","*","  19.4","*"," 41.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  21.3","13","  6.5","13"," 26.0","13"
"01086099999","2010-01-19","  16.5","13","149.35","001000"," 53.0","70.600256","29.692678","  23.0","*","  17.6","*"," 42.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  19.4","13","  6.5","13"," 32.8","13"
"01086099999","2010-01-20","  23.0","13","149.35","000000"," 36.9","70.600256","29.692678","  39.2","*","  21.2","*"," 26.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  25.8","13","  6.7","13"," 21.8","12"
"01086099999","2010-01-21","  30.8","15","149.35","000000","999.9","70.600256","29.692678","  37.4","*","  26.6","*"," 19.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  33.4","15","  7.0","15"," 12.3","15"
"01086099999","2010-01-22","   9.4","15","149.35","000000"," 42.0","70.600256","29.692678","  21.2","*","  10.4","*"," 37.9","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  14.8","15","  6.2","15"," 29.4","15"
"01086099999","2010-01-23","   2.3"," 6","149.35","000000","999.9","70.600256","29.692678","  10.4","*","   3.2","*"," 22.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","   6.5"," 6","  6.3"," 6"," 20.0"," 6"
"01086099999","2010-01-24","   8.6"," 5","149.35","000000","999.9","70.600256","29.692678","  14.0","*","  10.4","*"," 20.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  11.3"," 6","  7.0"," 6"," 17.0"," 6"
"01086099999","2010-01-25","   9.7","15","149.35","000000"," 43.9","70.600256","29.692678","  17.6","*","   8.6","*"," 34.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  13.9","15","  6.3","15"," 28.4","15"
"01086099999","2010-01-26","  19.7","14","149.35","001000"," 57.9","70.600256","29.692678","  26.6","*","  15.8","*"," 47.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  21.7","14","  5.3","14"," 36.1","14"
"01086099999","2010-01-27","  21.8","14","149.35","001000"," 42.0","70.600256","29.692678","  26.6","*","  19.4","*"," 39.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  22.5","15","  5.8","15"," 28.1","15"
"01086099999","2010-01-28","  -0.1","13","149.35","001000","999.9","70.600256","29.692678","   8.6","*","  -0.4","*"," 37.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","   3.1","13","  6.4","13"," 28.7","13"
"01086099999","2010-01-29","   2.7","12","149.35","000000","999.9","70.600256","29.692678","   8.6","*","   3.2","*"," 15.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","   6.0","12","  6.2","12"," 10.1","11"
"01086099999","2010-01-30","  10.4"," 7","149.35","000000","999.9","70.600256","29.692678","  15.8","*","  12.2","*"," 15.9","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  14.8"," 7","  6.9"," 7"," 11.3"," 7"
"01086099999","2010-02-01","   6.8","15","149.35","001000","999.9","70.600256","29.692678","  14.0","*","   8.6","*"," 23.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  10.9","15","  7.0","15"," 12.8","15"
"01086099999","2010-02-02","  17.5","13","149.35","001000","999.9","70.600256","29.692678","  28.4","*","  14.0","*"," 23.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  20.0","13","  5.3","13"," 10.1","13"
"01086099999","2010-02-03","  24.4","15","149.35","001000","999.9","70.600256","29.692678","  28.4","*","  24.8","*"," 16.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  26.7","15","  5.8","15","  7.2","15"
"01086099999","2010-02-04","   7.6","15","149.35","000000"," 46.0","70.600256","29.692678","  14.0","*","  10.4","*"," 39.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  11.7","15","  6.8","15"," 30.4","15"
"01086099999","2010-02-05","  11.5","16","149.35","001000","999.9","70.600256","29.692678","  19.4","*","  12.2","*"," 30.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  14.7","16","  6.7","16"," 17.7","16"
"01086099999","2010-02-06","  18.2"," 6","149.35","001000","999.9","70.600256","29.692678","  21.2","*","  17.6","*"," 29.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  20.3"," 6","  6.7"," 6"," 27.6"," 6"
"01086099999","2010-02-07","  21.0"," 9","149.35","001000","999.9","70.600256","29.692678","  24.8","*","  23.0","*","  8.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  24.0"," 9","  6.8"," 9","  5.1"," 9"
"01086099999","2010-02-08","  19.7","14","149.35","001000","999.9","70.600256","29.692678","  23.0","*","  19.4","*"," 12.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  21.5","14","  6.3","14","  4.3","14"
"01086099999","2010-02-09","  10.8","14","149.35","000000"," 23.9","70.600256","29.692678","  15.8","*","  10.4","*"," 18.1","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  14.0","14","  6.5","14"," 14.4","14"
"01086099999","2010-02-10","   4.5","15","149.35","001000","999.9","70.600256","29.692678","  10.4","*","   5.0","*"," 26.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","   8.0","15","  6.6","15"," 19.1","15"
"01086099999","2010-02-11","   3.2","16","149.35","001000","999.9","70.600256","29.692678","  17.6","*","   1.4","*"," 29.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","   6.8","16","  6.8","16"," 19.7","16"
"01086099999","2010-02-12","  17.6","14","149.35","101000","999.9","70.600256","29.692678","  24.8","*","  17.6","*"," 26.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  20.2","14","  6.6","14"," 17.8","14"
"01086099999","2010-02-13","  25.0"," 8","149.35","001000","999.9","70.600256","29.692678","  30.2","*","  23.0","*"," 20.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  26.8"," 8","  5.0"," 8"," 15.1"," 8"
"01086099999","2010-02-14","  12.9"," 8","149.35","001000","999.9","70.600256","29.692678","  21.2","*","  14.0","*","  7.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  17.8"," 8","  6.5"," 8","  4.8"," 8"
"01086099999","2010-02-15","  23.5","14","149.35","001000","999.9","70.600256","29.692678","  28.4","*","  21.2","*"," 26.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  24.4","14","  2.5","14"," 21.2","14"
"01086099999","2010-02-16","  13.3","16","149.35","001000","999.9","70.600256","29.692678","  17.6","*","  12.2","*"," 21.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  15.0","16","  6.1","16"," 12.5","16"
"01086099999","2010-02-17","  14.2","16","149.35","001000","999.9","70.600256","29.692678","  17.6","*","  12.2","*"," 20.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  15.6","16","  5.3","16"," 10.7","16"
"01086099999","2010-02-18","  14.1","14","149.35","001000","999.9","70.600256","29.692678","  17.6","*","  14.0","*"," 22.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  16.4","14","  5.7","14"," 16.6","14"
"01086099999","2010-02-19","  12.5","12","149.35","001000","999.9","70.600256","29.692678","  15.8","*","  12.2","*"," 20.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  14.0","12","  4.7","12","  8.6","12"
"01086099999","2010-02-20","  14.0"," 6","149.35","001000","999.9","70.600256","29.692678","  17.6","*","  14.0","*","  6.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  15.8"," 6","  5.3"," 6","  4.5"," 6"
"01086099999","2010-02-21","  13.3"," 5","149.35","000000","999.9","70.600256","29.692678","  17.6","*","  12.2","*","  6.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  14.7"," 5","  7.0"," 5","  4.6"," 5"
"01086099999","2010-02-22","   9.6","15","149.35","001000","999.9","70.600256","29.692678","  14.0","*","  10.4","*"," 26.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  11.5","15","  5.9","15"," 11.2","15"
"01086099999","2010-02-23","   3.1","16","149.35","001000","999.9","70.600256","29.692678","  14.0","*","   1.4","*"," 29.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","   7.1","16","  5.0","16"," 17.4","16"
"01086099999","2010-02-24","   9.8","14","149.35","001000","999.9","70.600256","29.692678","  19.4","*","   1.4","*"," 20.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  11.9","14","  4.0","14"," 10.1","14"
"01086099999","2010-02-25","  18.5","14","149.35","001000","999.9","70.600256","29.692678","  21.2","*","  15.8","*"," 19.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  19.0","14","  4.1","14","  8.3","14"
"01086099999","2010-02-26","  15.9","14","149.35","001000","999.9","70.600256","29.692678","  17.6","*","  14.0","*"," 22.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  16.3","14","  1.9","14","  4.8","14"
"01086099999","2010-02-27","   6.8"," 6","149.35","000000","999.9","70.600256","29.692678","  10.4","*","   6.8","*","  6.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","   8.6"," 6","  6.4"," 6","  4.3"," 6"
"01086099999","2010-02-28","   6.2"," 6","149.35","000000","999.9","70.600256","29.692678","  10.4","*","   5.0","*"," 13.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","   8.0"," 6","  6.2"," 6","  6.3"," 6"
"01086099999","2010-03-01","  19.4","14","149.35","001000","999.9","70.600256","29.692678","  23.0","*","  17.6","*"," 12.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  20.8","14","  5.8","14","  5.2","13"
"01086099999","2010-03-02","  13.0","15","149.35","001000","999.9","70.600256","29.692678","  24.8","*","  23.0","*"," 19.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  23.1","15","  7.0","15"," 16.5","15"
"01086099999","2010-03-03","  18.6","16","149.35","011100"," 30.9","70.600256","29.692678","  24.8","*","  19.4","*"," 28.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  22.9","16","  6.3","16"," 19.7","16"
"01086099999","2010-03-04","  20.1","11","149.35","001000","999.9","70.600256","29.692678","  23.0","*","  17.6","*"," 20.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  21.5","11","  3.6","11"," 15.9","11"
"01086099999","2010-03-05","  15.9","16","149.35","011100","999.9","70.600256","29.692678","  21.2","*","  17.6","*"," 15.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  19.6","16","  5.2","16"," 13.0","16"
"01086099999","2010-03-06","  16.1"," 6","149.35","001000","999.9","70.600256","29.692678","  19.4","*","  17.6","*","  9.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  18.2"," 6","  6.2"," 6","  7.6"," 6"
"01086099999","2010-03-07","  24.1"," 5","149.35","000000"," 52.1","70.600256","29.692678","  26.6","*","  21.2","*"," 42.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  24.4"," 5","  6.1"," 5"," 33.8"," 5"
"01086099999","2010-03-08","  22.3","13","149.35","001000"," 48.0","70.600256","29.692678","  28.4","*","  19.4","*"," 37.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  23.6","13","  5.6","13"," 24.6","13"
"01086099999","2010-03-09","  19.7","16","149.35","001000","999.9","70.600256","29.692678","  21.2","*","  19.4","*"," 29.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  20.9","16","  4.2","16"," 21.2","16"
"01086099999","2010-03-10","  20.0","15","149.35","001000","999.9","70.600256","29.692678","  23.0","*","  19.4","*"," 26.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  21.6","15","  5.6","15"," 21.6","15"
"01086099999","2010-03-11","  17.8","12","149.35","001000","999.9","70.600256","29.692678","  23.0","*","  19.4","*"," 22.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  21.0","12","  5.6","12"," 18.8","12"
"01086099999","2010-03-12","  18.0","10","149.35","001000","999.9","70.600256","29.692678","  21.2","*","  15.8","*"," 22.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  18.9","11","  4.7","11"," 13.1","11"
"01086099999","2010-03-13","  22.1"," 6","149.35","000000","999.9","70.600256","29.692678","  23.0","*","  21.2","*","  8.9","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  22.7"," 6","  7.0"," 6","  4.4"," 5"
"01086099999","2010-03-14","  15.2"," 9","149.35","000000","999.9","70.600256","29.692678","  21.2","*","  14.0","*"," 15.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  17.0"," 9","  6.8"," 9","  5.2"," 9"
"01086099999","2010-03-15","   8.3","14","149.35","000000","999.9","70.600256","29.692678","  19.4","*","  10.4","*"," 22.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  14.1","14","  6.6","14"," 13.6","14"
"01086099999","2010-03-16","  19.5","15","149.35","001000","999.9","70.600256","29.692678","  23.0","*","  17.6","*"," 13.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  20.6","15","  4.0","15","  8.8","15"
"01086099999","2010-03-17","  18.9","11","149.35","001000","999.9","70.600256","29.692678","  23.0","*","  19.4","*"," 20.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  21.4","11","  5.1","11"," 12.8","11"
"01086099999","2010-03-18","  10.8","14","149.35","000000","999.9","70.600256","29.692678","  21.2","*","  14.0","*"," 15.9","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  17.3","14","  6.2","14","  8.8","14"
"01086099999","2010-03-19","   7.6","11","149.35","000000","999.9","70.600256","29.692678","  19.4","*","  12.2","*"," 22.9","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  15.6","11","  6.2","11"," 12.6","11"
"01086099999","2010-03-20","  10.7"," 7","149.35","000000","999.9","70.600256","29.692678","  17.6","*","  14.0","*"," 14.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  15.0"," 7","  6.3"," 7"," 12.2"," 7"
"01086099999","2010-03-21","  15.1"," 5","149.35","000000","999.9","70.600256","29.692678","  23.0","*","  14.0","*"," 27.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  18.3"," 5","  6.8"," 5"," 23.4"," 5"
"01086099999","2010-03-22","  24.3","15","149.35","001000"," 35.0","70.600256","29.692678","  26.6","*","  24.8","*"," 27.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  25.2","15","  3.1","14"," 20.5","15"
"01086099999","2010-03-26","  21.4"," 8","149.35","001000","999.9","70.600256","29.692678","  24.8","*","  21.2","*"," 15.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  23.7"," 8","  5.9"," 8","  3.7"," 8"
"01086099999","2010-03-27","  21.6","10","149.35","001000","999.9","70.600256","29.692678","  26.6","*","  21.2","*"," 12.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  23.9","10","  7.0","10","  6.8","10"
"01086099999","2010-03-28","  21.5"," 6","149.35","001000","999.9","70.600256","29.692678","  26.6","*","  15.8","*"," 14.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  23.3"," 6","  6.1"," 6","  6.5"," 6"
"01086099999","2010-03-29","  23.0","15","149.35","001000","999.9","70.600256","29.692678","9999.9"," ","9999.9"," "," 28.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  24.8","15","  2.1","15"," 22.7","15"
"01086099999","2010-03-30","  24.0","15","149.35","001000","999.9","70.600256","29.692678","  26.6","*","  24.8","*"," 20.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  26.1","15","  3.8","15"," 15.7","15"
"01086099999","2010-03-31","  22.9","15","149.35","000000","999.9","70.600256","29.692678","  30.2","*","  24.8","*"," 22.9","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  27.1","15","  7.0","15"," 13.7","15"
"01086099999","2010-04-01","  31.0"," 7","149.35","000000","999.9","70.600256","29.692678","  33.8","*","  28.4","*","  8.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  31.7"," 7","  7.0"," 7","  6.6"," 7"
"01086099999","2010-04-03","  29.5"," 5","149.35","000000","999.9","70.600256","29.692678","  37.4","*","  33.8","*"," 22.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  35.6"," 5","  6.5"," 5"," 17.0"," 5"
"01086099999","2010-04-04","9999.9"," 0","149.35","011000","999.9","70.600256","29.692678","  39.2","*","  32.0","*","  6.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  34.2"," 4","  1.8"," 4","  3.0"," 4"
"01086099999","2010-04-05","9999.9"," 0","149.35","111000","999.9","70.600256","29.692678","  35.6","*","  32.0","*","  7.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  34.1","12","  2.7","11","  4.1","12"
"01086099999","2010-04-06","9999.9"," 0","149.35","111000","999.9","70.600256","29.692678","9999.9"," ","9999.9"," ","  9.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  33.8","14","  1.5","14","  7.3","14"
"01086099999","2010-04-07","9999.9"," 0","149.35","011000","999.9","70.600256","29.692678","  35.6","*","  32.0","*"," 15.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  33.4","12","  5.7","12","  8.2","12"
"01086099999","2010-04-08","9999.9"," 0","149.35","001000","999.9","70.600256","29.692678","  35.6","*","  28.4","*"," 15.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  31.2","15","  7.0","15"," 11.4","15"
"01086099999","2010-04-09","9999.9"," 0","149.35","000000","999.9","70.600256","29.692678","  35.6","*","  32.0","*"," 16.9","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  33.6","15","  6.7","15"," 13.1","15"
"01086099999","2010-04-10","9999.9"," 0","149.35","000000","999.9","70.600256","29.692678","  42.8","*","  35.6","*","  8.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  37.1"," 7","  7.0"," 7","  4.0"," 7"
"01086099999","2010-04-11","9999.9"," 0","149.35","010000","999.9","70.600256","29.692678","9999.9"," ","9999.9"," "," 25.1","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  35.6"," 6","  6.7"," 6"," 20.1"," 6"
"01086099999","2010-04-12","  34.3"," 7","149.35","010000","999.9","70.600256","29.692678","  37.4","*","  33.8","*"," 22.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  36.0","16","  7.0","16"," 16.0","16"
"01086099999","2010-04-13","9999.9"," 0","149.35","011000","999.9","70.600256","29.692678","  35.6","*","  30.2","*"," 21.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  32.8","16","  5.7","16"," 16.1","16"
"01086099999","2010-04-14","9999.9"," 0","149.35","001000","999.9","70.600256","29.692678","  30.2","*","  26.6","*"," 18.1","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  27.8","16","  6.4","16","  7.7","16"
"01086099999","2010-04-15","9999.9"," 0","149.35","000000","999.9","70.600256","29.692678","  37.4","*","  32.0","*"," 13.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  34.4"," 6","  7.0"," 6"," 11.2"," 6"
"01086099999","2010-04-16","9999.9"," 0","149.35","011000","999.9","70.600256","29.692678","  35.6","*","  33.8","*","  5.1","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  35.0"," 6","  5.1"," 6","  2.7"," 6"
"01086099999","2010-04-20","  29.7","10","149.35","001000","999.9","70.600256","29.692678","  33.8","*","  26.6","*","  5.1","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  31.3","10","  7.0","10","  3.1","10"
"01086099999","2010-04-21","  25.2","16","149.35","001000","999.9","70.600256","29.692678","  32.0","*","  26.6","*","  9.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  29.3","16","  6.6","16","  5.8","16"
"01086099999","2010-04-22","  23.4","13","149.35","000000","999.9","70.600256","29.692678","  32.0","*","  24.8","*"," 14.0","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  28.5","13","  6.3","13","  9.6","13"
"01086099999","2010-04-23","  27.1","14","149.35","000000","999.9","70.600256","29.692678","  33.8","*","  30.2","*"," 32.1","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  32.4","14","  7.0","14"," 22.7","14"
"01086099999","2010-04-24","  21.2"," 7","149.35","000000"," 39.0","70.600256","29.692678","  28.4","*","  26.6","*"," 28.9","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  27.4"," 7","  7.0"," 7"," 28.5"," 7"
"01086099999","2010-04-25","  18.5"," 6","149.35","000000","999.9","70.600256","29.692678","  26.6","*","  23.0","*"," 16.9","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  24.8"," 6","  6.7"," 6"," 10.8"," 6"
"01086099999","2010-04-26","  24.7","16","149.35","011000","999.9","70.600256","29.692678","  35.6","*","  24.8","*"," 28.9","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  31.1","16","  6.1","16"," 21.7","16"
"01086099999","2010-04-27","  26.7","15","149.35","001000"," 49.0","70.600256","29.692678","  33.8","*","  28.4","*"," 39.0","BATSFJORD, NO","99.99"," ","9999.9"," 0","999.9","999.9"," 0","  31.9","15","  6.8","15"," 27.5","15"
"01086099999","2010-04-28","  21.5","13","149.35","000000","999.9","70.600256","29.692678","  30.2","*","  26.6","*"," 32.1","BATSFJORD, NO"," 0.00","I","9999.9"," 0","999.9","999.9"," 0","  28.8","13","  6.4","13"," 25.1","13"
